YEAR,GoogleKnowlege_Occupation,Show,Group,Raw_Guest_List
2014,actress,7/17/2014,Acting,Emma Stone
2014,journalist,7/21/2014,Media,Sue Turton
2014,Film director,7/22/2014,Media,Richard Linklater
2014,actor,7/23/2014,Acting,George Takei
2014,journalist,7/24/2014,Media,Fareed Zakaria
2014,Journalist,7/28/2014,Media,Sonia Nazario
2014,journalist,7/29/2014,Media,Sara Firth
2014,actress,7/30/2014,Acting,Maggie Gyllenhaal
2014,actress,7/31/2014,Acting,Aubrey Plaza
2014,professor,8/26/2014,Academic,David L. Rose
2014,academic,8/27/2014,Academic,Hassan Abbas
2014,Comedian,8/28/2014,Comedy,Todd Glass
2014,actor,8/4/2014,Acting,Elisabeth Moss
2014,author,8/5/2014,Media,Helen Thorpe
2014,Composer,8/6/2014,Musician,Wu-Tang Clan
2014,TV Producer,8/7/2014,Media,Tracy Droz Tragos
2014,diplomat,9/10/2014,Government,Ban Ki-moon
2014,Talk show host,9/11/2014,Media,Tavis Smiley
2014,Filmmaker,9/15/2014,Media,Ken Burns
2014,actor,9/16/2014,Acting,Bill Hader
2014,Law professor,9/17/2014,Academic,Zephyr Teachout
2014,us president,9/18/2014,Politician,Bill Clinton
2014,Journalist,9/2/2014,Media,Ramita Navai
2014,journalist,9/22/2014,Media,Jenny Nordberg
2014,military,9/23/2014,Military,Tony Zinni
2014,non profit worker,9/24/2014,Advocacy,Tia Torres
2014,Author,9/25/2014,Media,Steven Johnson
2014,syrian politician,9/29/2014,Politician,Hadi al-Bahra
2014,Documentary Filmmaker,9/3/2014,Media,Rory Kennedy
2014,actor,9/30/2014,Acting,Ben Affleck
2014,singer-songwriter,9/4/2014,Musician,Adam Levine
2014,United States Senator,9/9/2014,Politician,Kirsten Gillibrand
2015,former president,1/12/2015,Politician,Jimmy Carter
2015,United States Senator,1/13/2015,Politician,Marco Rubio
2015,actress,1/14/2015,Acting,Julianne Moore
2015,actress,1/15/2015,Acting,Sienna Miller
2015,Former Governor of Arkansas,1/19/2015,Politician,Mike Huckabee
2015,actress,1/20/2015,Acting,Jennifer Lopez
2015,actress,1/21/2015,Acting,Anne Hathaway
2015,actress,1/22/2015,Acting,Jennifer Aniston
2015,former mayor of san antonio,1/26/2015,Politician,Julian Castro
2015,actor,1/28/2015,Acting,Oscar Isaac
2015,Reporter,1/29/2015,Media,Sarah Chayes
2015,Journalist,1/5/2015,Media,Steven Brill
2015,legal scholar,1/6/2015,Misc,Cass Sunstein
2015,director,1/7/2015,Media,Ava DuVernay
2015,actress,1/8/2015,Acting,Allison Williams
2015,former senior advisor to the presidnet,2/10/2015,Political Aide,David Axelrod
2015,actor,2/11/2015,Acting,Colin Firth
2015,actor,2/2/2015,Acting,Martin Short
2015,lawyer,2/23/2015,Misc,Christine Lagarde
2015,Photojournalist,2/24/2015,Media,Lynsey Addario
2015,television host,2/25/2015,Media,Conan O'Brien
2015,actress,2/26/2015,Acting,Olivia Wilde
2015,executive,2/3/2015,Business,Bill Browder
2015,author,2/4/2015,Media,Wes Moore
2015,actor,2/5/2015,Acting,Bob Odenkirk
2015,actress,2/9/2015,Acting,Patricia Arquette
2015,comedian,3/10/2015,Comedy,Abbi Jacobson
2015,hip-hop artist,3/11/2015,Musician,Common
2015,actor,3/12/2015,Acting,Rob Corddry
2015,journalist,3/16/2015,Media,Andrew Cockburn
2015,actress,3/17/2015,Acting,Amanda Seyfried
2015,actor,3/18/2015,Acting,Kevin Hart
2015,actor,3/19/2015,Acting,Will Ferrell
2015,actor,3/2/2015,Acting,Robert Smigel
2015,activist,3/23/2015,Advocacy,Ayaan Hirsi Ali
2015,journalist,3/24/2015,Media,Jon Ronson
2015,Film director,3/25/2015,Media,Kirby Dick
2015,orca trainer,3/26/2015,Athletics,John Hargrove
2015,actress,3/3/2015,Acting,Sigourney Weaver
2015,Ice hockey coach,3/4/2015,Athletics,Viacheslav Fetisov
2015,journalist,3/5/2015,Media,Gerald Posner
2015,us representative,3/9/2015,Politician,John Lewis
2015,musician,4/13/2015,Musician,Adam Horovitz
2015,journalist,4/14/2015,Media,Fareed Zakaria
2015,actor,4/15/2015,Acting,Billy Crystal
2015,author,4/16/2015,Media,Eric Greitens
2015,author,4/20/2015,Media,Gayle Tzemach Lemmon
2015,comedian,4/21/2015,Comedy,Jeff Garlin
2015,former white house press secretary,4/22/2015,Political Aide,Dana Perino
2015,Astrophysicist,4/23/2015,Science,Neil deGrasse Tyson
2015,actress,4/27/2015,Acting,Elizabeth Olsen
2015,white house sommunications director,4/28/2015,Political Aide,George Stephanopoulos
2015,journalist,4/29/2015,Media,Judith Miller
2015,actress,4/30/2015,Acting,Kristen Wiig
2015,activist,4/6/2015,Advocacy,Gene Baur
2015,actor,4/7/2015,Acting,Peter Dinklage
2015,Talk show host,4/8/2015,Media,Tavis Smiley
2015,us senator,4/9/2015,Politician,Elizabeth Warren
2015,singer-songwriter,5/11/2015,Musician,John Legend
2015,Journalist,5/12/2015,Media,Tom Brokaw
2015,Professor,5/13/2015,Academic,Reza Aslan
2015,Stand-up comedian,5/14/2015,Comedy,Rebel Wilson
2015,United States Senate member,5/26/2015,Politician,Rand Paul
2015,Professor,5/27/2015,Academic,Rosabeth Moss Kanter
2015,Baseball player,5/28/2015,Athletics,Matt Harvey
2015,film producer,5/4/2015,Media,Brian Grazer
2015,Singer-songwriter,5/5/2015,Musician,Willie Nelson
2015,us secretary of energy,5/6/2015,Politician,Ernest Moniz
2015,rock band,5/7/2015,Musician,Mumford & Sons
2015,armed forces officer,6/1/2015,Military,Stanley McChrystal
2015,stand-up comedian,6/10/2015,Comedy,Colin Quinn
2015,actor,6/11/2015,Acting,Mark Ruffalo
2015,screenwriter,6/15/2015,Media,Judd Apatow
2015,actor,6/16/2015,Acting,Aziz Ansari
2015,us president,6/17/2015,Politician,Bill Clinton
2015,activist,6/18/2015,Advocacy,Malala Yousafzai
2015,nyc mayor,6/2/2015,Politician,Bill de Blasio
2015,united states senator,6/22/2015,Politician,Al Franken
2015,television Series Creator,6/23/2015,Media,Seth MacFarlane
2015,legal analyst,6/24/2015,Misc,Andrew Napolitano
2015,Comedian,6/25/2015,Comedy,Richard Lewis
2015,actress,6/29/2015,Acting,Taylor Schilling
2015,actress,6/3/2015,Acting,Melissa McCarthy
2015,actor,6/30/2015,Acting,Jon Hamm
2015,actor,6/4/2015,Acting,Steve Buscemi
2015,First Minister of Scotland,6/8/2015,Politician,Nicola Sturgeon
2015,actor,6/9/2015,Acting,Nick Offerman
2015,United States Senator,7/1/2015,Politician,Kirsten Gillibrand
2015,Author,7/2/2015,Media,Sarah Vowell
2015,actor,7/20/2015,Acting,Paul Rudd
2015,us president,7/21/2015,Politician,Barack Obama
2015,actor,7/22/2015,Acting,Jake Gyllenhaal
2015,Writer,7/23/2015,Media,Ta-Nehisi Coates
2015,author,7/27/2015,Media,David McCullough
2015,actor,7/28/2015,Acting,Tom Cruise
2015,biographer,7/29/2015,Media,Doris Kearns Goodwin
2015,director,7/30/2015,Media,J. J. Abrams
2015,stand-up comedian,8/3/2015,Comedy,Amy Schumer
2015,actor,8/4/2015,Acting,Denis Leary
2015,comedian,8/5/2015,Comedy,Louis C.K.
